city,station,latitude,longitude,date,aqi,aqi_level,pm25,pm10,o3,no2,so2,co,latitude_normalized,longitude_normalized,aqi_normalized,pm25_normalized,pm10_normalized,o3_normalized,no2_normalized,so2_normalized,co_normalized,year,month,quarter,day_of_year,week,season,aqi_rolling_7,aqi_rolling_30,aqi_rolling_std,aqi_mean,aqi_std,aqi_min,aqi_max,pm25_mean,pm10_mean
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-01-01,24.05,Good,10.98,14.3,20.02,17.88,6.95,2.43,0.0,0.18052847844995631,0.08501575943436408,0.11932465990910086,0.10643624681511023,0.0,0.19764233759719085,0.05544441268933982,0.7751004016064257,2020,1,1,1,1,Winter,24.05,24.05,,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-02-01,79.4,Moderate,45.28,66.04,58.98,32.09,6.72,2.23,0.0,0.18052847844995631,0.5565209983814635,0.5478938572789604,0.5649717514124294,0.9754631947921881,0.5540506646601456,0.04887110603029437,0.6947791164658634,2020,2,1,32,5,Winter,51.725,51.725,39.138360338675405,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-03-01,75.48,Moderate,41.0,55.51,20.37,32.17,39.44,2.84,0.0,0.18052847844995631,0.5231280347559417,0.4944164180736252,0.4716517115320704,0.00876314471707565,0.5560571858540256,0.9839954272649327,0.9397590361445782,2020,3,1,61,9,Summer,59.64333333333334,59.64333333333334,30.886981615776786,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-04-01,58.04,Moderate,32.22,45.49,39.78,27.08,14.54,2.63,0.0,0.18052847844995631,0.3745634210750489,0.38471269932997015,0.382851445663011,0.4947421131697547,0.42839227489340354,0.27236353243783934,0.8554216867469878,2020,4,2,92,14,Summer,59.2425,59.2425,25.231853380201777,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-05-01,100.19,Unhealthy for Sensitive,49.15,84.9,23.9,48.77,18.5,2.48,0.0,0.18052847844995631,0.7336229661811057,0.5962484576819155,0.732114766810679,0.09714571857786677,0.9724103335841486,0.38553872535010003,0.7951807228915662,2020,5,2,122,18,Summer,67.43199999999999,67.43199999999999,28.51007488590656,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-06-01,79.92,Moderate,54.41,69.04,58.49,24.13,30.17,2.49,0.0,0.18052847844995631,0.5609506772297469,0.6619707310978181,0.5915586573612496,0.9631947921882824,0.3544018058690745,0.7190625893112318,0.7991967871485944,2020,6,2,153,23,Monsoon,69.51333333333334,69.51333333333334,26.004830064175895,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-07-01,84.46,Moderate,45.01,72.3,21.2,49.51,22.94,1.19,0.0,0.18052847844995631,0.5996251810205296,0.5445202805066612,0.620449761825634,0.029544316474712062,0.9909706546275395,0.5124321234638468,0.2771084337349397,2020,7,3,183,27,Monsoon,71.64857142857143,71.64857142857143,24.40199474672199,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-08-01,82.24,Moderate,45.27,73.19,51.75,17.81,35.82,1.72,0.0,0.18052847844995631,0.580713859783627,0.5477689099910976,0.6283372105904508,0.7944416624937407,0.19588663155254576,0.8805372963703916,0.48995983935742965,2020,8,3,214,31,Monsoon,79.96142857142857,72.9725,12.487148631788633,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-09-01,73.26,Moderate,40.53,65.31,42.89,29.85,7.86,1.47,0.0,0.18052847844995631,0.5042167135190391,0.48854389554406735,0.5585022709648831,0.5726089133700552,0.49786807123150245,0.08145184338382395,0.38955823293172687,2020,9,3,245,36,Monsoon,79.08428571428571,73.00444444444445,12.746120791758369,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-10-01,97.2,Moderate,56.76,71.15,53.0,32.13,22.95,2.87,0.0,0.18052847844995631,0.7081523128034755,0.6913333437456073,0.6102581145452531,0.8257386079118679,0.5550539252570856,0.5127179194055443,0.9518072289156626,2020,10,4,275,40,Post-Monsoon,82.18714285714285,75.424,14.274544609532157,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-11-01,22.64,Good,17.59,30.21,44.87,12.81,6.49,2.97,0.0,0.18052847844995631,0.07300451486497997,0.20191481718649945,0.2474354713636867,0.6221832749123686,0.07047905693503889,0.04229779937124894,0.9919678714859438,2020,11,4,306,44,Post-Monsoon,77.13000000000001,70.62545454545455,25.840312820603906,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-12-01,57.82,Moderate,25.73,39.52,24.15,25.36,36.06,1.3,0.0,0.18052847844995631,0.37268932617769823,0.3036219095069268,0.3299435028248588,0.10340510766149222,0.3852520692249812,0.8873963989711346,0.321285140562249,2020,12,4,336,49,Winter,71.07714285714285,69.55833333333334,24.464203586932012,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2021-01-01,21.99,Good,19.85,21.84,33.2,41.27,7.56,2.75,0.0,0.18052847844995631,0.06746741630462558,0.2301529042435223,0.17325800376647835,0.3299949924887332,0.7842989716578883,0.0728779651328951,0.9036144578313252,2021,1,1,1,53,Winter,62.80142857142857,65.89923076923077,30.118994244259127,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2021-02-01,62.68,Moderate,34.14,34.59,59.85,10.68,17.88,2.89,0.0,0.18052847844995631,0.4140897861828094,0.4087025785996533,0.28625235404896426,0.9972458688032049,0.017055430147980933,0.36781937696484707,0.9598393574297188,2021,2,1,32,5,Winter,59.69,65.66928571428572,28.595095733359596,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2021-03-01,77.15,Moderate,51.47,56.05,57.19,30.91,26.13,1.36,0.0,0.18052847844995631,0.5373541187494676,0.6252362284661158,0.4764373546028581,0.9306459689534302,0.5244544770504139,0.60360102886539,0.3453815261044177,2021,3,1,60,9,Summer,58.962857142857146,66.43466666666667,27.98429602133175,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2021-04-01,44.51,Good,18.8,28.49,49.94,37.2,13.31,1.87,0.0,0.18052847844995631,0.2593065848879802,0.21703343901791433,0.23219231195302978,0.7491236855282924,0.6822172059192376,0.23721063160903116,0.5502008032128514,2021,4,2,91,13,Summer,54.855714285714285,65.064375,27.643930531639228,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2021-05-01,79.01,Moderate,47.35,56.03,54.49,48.5,21.3,1.27,0.0,0.18052847844995631,0.5531987392452508,0.5737579458665876,0.4762601085631993,0.8630445668502754,0.9656383245548031,0.46556158902543576,0.3092369477911646,2021,5,2,121,17,Summer,52.25714285714285,65.88470588235293,23.552226868731346,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2021-06-01,108.54,Unhealthy for Sensitive,63.08,82.05,30.57,17.67,18.68,1.46,0.0,0.18052847844995631,0.8047533861487349,0.7703000296749809,0.7068572061592998,0.2641462193289935,0.19237521946325564,0.3906830523006573,0.38554216867469876,2021,6,2,152,22,Monsoon,64.52857142857142,68.25444444444445,27.58234183227344,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2021-07-01,87.16,Moderate,47.78,78.74,32.78,46.73,31.42,0.61,0.0,0.18052847844995631,0.6226254365789249,0.5791306792446936,0.6775229865957682,0.31947921882824243,0.9212440431402057,0.7547870820234354,0.04417670682730923,2021,7,3,182,26,Monsoon,68.72,69.24947368421053,28.603361107860504,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2021-08-01,86.29,Moderate,55.3,81.5,24.55,45.13,33.51,2.03,0.0,0.18052847844995631,0.6152142431212198,0.6730910397176191,0.7019829400686828,0.11342013019529297,0.8811136192626036,0.8145184338382394,0.6144578313253011,2021,8,3,213,30,Monsoon,77.9057142857143,70.1015,20.179544805853,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2021-09-01,76.62,Moderate,56.32,56.92,39.35,23.33,16.23,2.03,0.0,0.18052847844995631,0.5328392537694863,0.6858356630796383,0.48414755732801595,0.48397596394591896,0.3343365939302734,0.3206630465847385,0.6144578313253011,2021,9,3,244,35,Monsoon,79.89714285714285,70.41190476190476,19.08469868270191,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2021-10-01,111.76,Unhealthy for Sensitive,69.91,83.29,57.9,37.4,10.02,1.75,0.0,0.18052847844995631,0.8321833205554134,0.8556390272853639,0.7178464606181455,0.9484226339509263,0.6872335089039378,0.14318376679051156,0.502008032128514,2021,10,4,274,39,Post-Monsoon,84.84142857142857,72.29136363636364,22.442249908428998,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2021-11-01,59.33,Moderate,39.24,46.01,44.17,12.77,12.96,0.78,0.0,0.18052847844995631,0.3855524320640599,0.47242569540974905,0.3874598426941398,0.6046569854782174,0.06947579633809882,0.2272077736496142,0.11244979919678715,2021,11,4,305,44,Post-Monsoon,86.95857142857143,71.72782608695653,18.324665916528502,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2021-12-01,70.81,Moderate,41.32,55.6,58.32,19.27,5.47,2.26,0.0,0.18052847844995631,0.48334611125308796,0.49841473128523905,0.4724493187105351,0.9589384076114171,0.2325056433408578,0.013146613318090881,0.7068273092369477,2021,12,4,335,48,Winter,85.78714285714285,71.68958333333333,19.160511226900784,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2022-01-01,69.92,Moderate,44.06,49.79,42.72,29.44,21.55,1.11,0.0,0.18052847844995631,0.4757645455319873,0.5326502881596826,0.42095934418965325,0.5683525287931898,0.4875846501128669,0.4727064875678765,0.24497991967871488,2022,1,1,1,52,Winter,80.27,71.61880000000001,16.949694195864822,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
