city,station,latitude,longitude,date,aqi,aqi_level,pm25,pm10,o3,no2,so2,co,latitude_normalized,longitude_normalized,aqi_normalized,pm25_normalized,pm10_normalized,o3_normalized,no2_normalized,so2_normalized,co_normalized,year,month_x,quarter,day_of_year,week,season,aqi_rolling_7,aqi_rolling_30,aqi_rolling_std,aqi_mean,aqi_std,aqi_min,aqi_max,pm25_mean,pm10_mean,aqi_lag_1,pm25_lag_1,aqi_lag_7,pm25_lag_7,aqi_lag_14,pm25_lag_14,aqi_lag_30,pm25_lag_30,day_num,sin_365d,cos_365d,sin_30d,cos_30d,sin_7d,cos_7d,pm_ratio,pm_sum,pollutant_index,month_period,month_y,aqi_monthly_mean,aqi_monthly_std,aqi_monthly_min,aqi_monthly_max,aqi_trend_30,aqi_zscore,aqi_deviation,month,regional_aqi_mean,station_vs_region,station_percentile,aqi_tomorrow,aqi_next_week,aqi_next_month,aqi_category,aqi_category_next_week
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2020-01-01,-1.533625229839823,Good,-1.701611277667551,-1.4324465783230789,1.14211685698998,-1.5222677328358112,0.5130584417522182,-0.14066126584813612,1.5370731373332935,2.263802836997333,-1.5336252298398236,-1.7016112776675507,-1.432446578323079,1.1421168569899798,-1.522267732835811,0.5130584417522185,-0.14066126584813626,2020,1,-1.3416407864998738,1,1,Winter,-3.199163316666939,-5.531882324706299,,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,-5.928021753987892e-16,4.64513249524113e-16,6.197132798060526e-16,4.863558355163816e-16,6.49262662045728e-16,0.0,7.738236812960982e-16,-6.051904817928871e-16,0,-0.005308913033785579,1.4099009301334107,-0.04139824139671781,1.3194454373749707,0.017626679854732614,1.3792973632059076,-0.7347820447033422,-1.591246502123409,-1.6947933191564652,2020-01,2020-01,-1.533625229839823,,-1.533625229839823,-1.533625229839823,,-1.448291756575228,,1,-0.9961575521919089,-1.1826532451562475,-1.218543591689885,0.6407008542980158,1.8611363253569886,2.333542670136342,-1.4853731848489067,0.7467948624182478
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2020-02-01,0.6500336721796814,Moderate,0.5919534839457173,0.6216586616419323,1.6629291535649078,0.6791690720440045,1.5773243010524338,0.6584738953462905,1.5370731373332935,2.263802836997333,0.6500336721796817,0.5919534839457178,0.6216586616419318,1.6629291535649078,0.6791690720440046,1.5773243010524343,0.6584738953462905,2020,2,-1.3416407864998738,32,5,Winter,-0.8846834325656828,-1.4891638749794334,2.357320237566886,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,-1.5466852005804872,-1.7141062239700016,6.197132798060526e-16,4.863558355163816e-16,6.49262662045728e-16,0.0,7.738236812960982e-16,-6.051904817928871e-16,31,0.7134560104111256,1.2130986747584818,0.26191363454486927,1.289360425534794,0.637037197331387,-1.285412971585537,-0.16821641919827907,0.6274754289634183,0.7885562707019804,2020-02,2020-02,0.6500336721796814,,0.6500336721796814,0.6500336721796814,,0.5670340535715486,,2,-1.0221391539379963,1.4310620600973618,0.8703882797784892,-1.2285693255834005,2.575973721889479,0.535676493716714,0.19354156097717315,0.7467948624182478
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2020-03-01,-1.2174600044903476,Good,-1.0091774970384955,-1.3495895529188384,1.281716029267796,-0.6056430950259384,-0.6755512667946643,0.5015009172545284,1.5370731373332935,2.263802836997333,-1.2174600044903479,-1.0091774970384948,-1.3495895529188386,1.2817160292677956,-0.6056430950259382,-0.6755512667946645,0.5015009172545285,2020,3,-1.3416407864998738,61,9,Summer,-1.432772466510007,-2.4465148827978083,0.9621254729232926,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,0.6458417770987344,0.5877273875224556,6.197132798060526e-16,4.863558355163816e-16,6.49262662045728e-16,0.0,7.738236812960982e-16,-6.051904817928871e-16,60,1.2081463043077045,0.7196887102152872,-0.04139824139672111,1.3194454373749707,-0.6017838376219086,-1.2854129715855431,0.8218881540077447,-1.2433877090335537,-1.2833418217515793,2020-03,2020-03,-1.2174600044903476,,-1.2174600044903476,-1.2174600044903476,,-1.156498959482059,,3,-1.0049971813433347,-0.8009526987834458,-1.218543591689885,-0.9877890287755385,0.5912778653122692,-0.4715138520296655,-1.4853731848489067,-0.17707507047030616
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2020-04-01,-0.9769085386856876,Good,-0.604660678815877,-1.1014865954937116,1.234288105352897,-1.0225236385965049,-0.9399043321222246,0.7155549782887497,1.5370731373332935,2.263802836997333,-0.976908538685688,-0.6046606788158769,-1.1014865954937119,1.2342881053528967,-1.0225236385965046,-0.9399043321222249,0.7155549782887499,2020,4,-0.4472135954999579,92,14,Summer,-1.579335642833897,-2.7025178236940706,0.16987567318435196,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,-1.2292359939568402,-1.019176053843196,6.197132798060526e-16,4.863558355163816e-16,6.49262662045728e-16,0.0,7.738236812960982e-16,-6.051904817928871e-16,91,1.4077033224381919,0.000545772764818025,0.2619136345448711,1.2893604255347935,0.017626679854717924,1.3792973632059076,0.9782082777510678,-0.920496200286438,-0.9994006218772524,2020-04,2020-04,-0.9769085386856876,,-0.9769085386856876,-0.9769085386856876,,-0.9344910363323284,-1.1049499280245576,4,-1.0165104465188535,-0.5074572515929502,-0.174077655955698,0.06931548674360763,-0.5724493348197698,-0.5293068947377736,-1.4853731848489067,-0.17707507047030616
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2020-05-01,0.07919133363805321,Moderate,0.38741518938548836,0.013104237768980022,0.6293583588156951,-0.8644849079396302,0.7930768739140042,-1.339364007639776,1.5370731373332935,2.263802836997333,0.0791913336380532,0.3874151893854888,0.0131042377689797,0.6293583588156955,-0.8644849079396298,0.7930768739140043,-1.3393640076397761,2020,5,-0.4472135954999579,122,18,Summer,-1.2195256136673942,-2.074035090575382,-0.017621529323487393,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,-0.9877076225572458,-0.6132008556788064,6.197132798060526e-16,4.863558355163816e-16,6.49262662045728e-16,0.0,7.738236812960982e-16,-6.051904817928871e-16,121,1.2264341873067763,-0.699155058742481,0.26191363454487077,1.2893604255347935,1.4094294789528525,-0.3343888639688086,0.32598112185390943,0.17469793537710662,0.20596114431518486,2020-05,2020-05,0.07919133363805321,,0.07919133363805321,0.07919133363805321,,0.04019659863591886,-0.4141216982662381,5,0.893860059021279,-0.48122877237572925,-0.174077655955698,0.7105645673614367,-1.24186090026123,-0.5653228488892033,0.19354156097717315,-1.1009450033588601
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2020-06-01,0.7198309886825877,Moderate,0.41477381477252545,1.0687121037947547,-0.5536551395898966,1.6820743141584416,1.237581657835161,0.18755496107100367,1.5370731373332935,2.263802836997333,0.7198309886825871,0.4147738147725255,1.068712103794754,-0.5536551395898964,1.6820743141584413,1.2375816578351615,0.1875549610710038,2020,6,-0.4472135954999579,153,23,Monsoon,-0.7533123331066123,-1.259697042628752,0.22157395459228257,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,0.07268118590176914,0.3824516834586579,6.197132798060526e-16,4.863558355163816e-16,6.49262662045728e-16,0.0,7.738236812960982e-16,-6.051904817928871e-16,152,0.7029584610379898,-1.230341854816839,0.5519693260559475,1.2004202493955833,-1.3741761192433866,-0.334388863968812,-0.7069373122427457,0.8190782964475887,0.9567429301144597,2020-06,2020-06,0.7198309886825877,,0.7198309886825877,0.7198309886825877,,0.6314508602885686,0.025726071647840233,6,0.8931820556276089,0.2811100051990676,0.8703882797784892,1.715271298083017,-1.7531079810857384,0.9569793992555322,0.19354156097717315,-1.1009450033588601
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2020-07-01,1.7235828736291487,Unhealthy for Sensitive,1.3410587028764922,2.424852231456249,1.281716029267796,1.6128789780329988,-0.10180720649114426,-0.968336968513792,1.5370731373332935,2.263802836997333,1.7235828736291487,1.3410587028764924,2.4248522314562484,1.2817160292677956,1.6128789780329993,-0.10180720649114444,-0.9683369685137924,2020,7,0.4472135954999579,183,27,Monsoon,-0.11633549539421242,-0.14708507673623036,1.0443041308733365,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,0.7159225480747822,0.40990894323789206,6.197132798060526e-16,4.863558355163816e-16,6.49262662045728e-16,0.0,7.738236812960982e-16,-6.051904817928871e-16,182,0.006852991503045234,-1.4209398123892647,0.551969326055952,1.2004202493955816,0.017626679854703235,1.3792973632059076,-0.8415667946004687,2.0306929152823345,1.991826521833114,2020-07,2020-07,1.7235828736291487,,1.7235828736291487,1.7235828736291487,5.564878143997287,1.5578258902190507,0.9299057484219555,7,1.3671703903868622,1.169732528078754,1.5666989036012804,1.8770390622596291,-1.0494205612755911,-0.987044544592573,1.872456306803253,-1.1009450033588601
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2020-08-01,1.8851968981507596,Unhealthy for Sensitive,2.322060841754533,1.736249494904624,-1.805573357645436,0.39042803981685015,-0.5884126637792834,-0.16920180731936535,1.5370731373332935,2.263802836997333,1.8851968981507594,2.3220608417545328,1.7362494949046234,-1.8055733576454356,0.3904280398168503,-0.5884126637792835,-0.16920180731936535,2020,8,0.4472135954999579,214,31,Monsoon,0.9189903888343831,0.7621749572790404,1.0641131798180758,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,1.7237507783017612,1.339533310049103,-1.5737610282638244,-1.7505943121869532,6.49262662045728e-16,0.0,7.738236812960982e-16,-6.051904817928871e-16,213,-0.7135762871055605,-1.2303418548168392,0.8160920075758608,1.056512021436934,0.6370371973314043,-1.2854129715855287,0.26629898973584915,2.0405115102485807,2.077578639346595,2020-08,2020-08,1.8851968981507596,,1.8851968981507596,1.8851968981507596,6.0024301267334295,1.706981472438818,1.0546376201200853,8,1.0357162785005343,1.575306343290087,1.5666989036012804,2.596884820073807,0.49340584741613946,-0.4116268584987997,1.872456306803253,-0.17707507047030616
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2020-09-01,2.604358534261064,Unhealthy for Sensitive,2.1585604852748594,2.561074798646272,1.7273595407700535,0.6441442722768055,0.27024525582171816,-0.5116883049741195,1.5370731373332935,2.263802836997333,2.6043585342610642,2.158560485274859,2.5610747986462705,1.727359540770054,0.6441442722768058,0.2702452558217181,-0.5116883049741195,2020,9,0.4472135954999579,245,36,Monsoon,1.5108208614812797,1.7652484065527625,2.070553477365877,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,1.8860211349070155,2.3240721964187823,0.7182988540852805,0.6594773283615687,6.49262662045728e-16,0.0,7.738236812960982e-16,-6.051904817928871e-16,244,-1.2370520133743472,-0.6991550587424813,1.0427382505209277,0.8639252217689437,-1.0985125055408582,0.8515188008728571,-0.41068717801998916,2.464394281505655,2.4529695322462315,2020-09,2020-09,2.604358534261064,,2.604358534261064,2.604358534261064,6.484601978491364,2.3707046416481155,2.158518295878177,9,0.7597177272096212,2.608263734377063,1.5666989036012804,0.5982835999380818,-1.3533606674846685,-0.11177310067991936,1.872456306803253,-1.1009450033588601
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2020-10-01,0.6076567300172027,Moderate,0.2323829788589452,0.46998817446128904,1.76852339926223,-0.4928803250437359,-0.26825172910479367,1.1579333710928073,1.5370731373332935,2.263802836997333,0.6076567300172024,0.23238297885894538,0.4699881744612888,1.7685233992622298,-0.4928803250437355,-0.2682517291047937,1.1579333710928075,2020,10,1.3416407864998738,275,40,Post-Monsoon,2.063523086468059,1.828388107014843,1.0943223615097943,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,2.6081033644280827,2.1599823820238355,-1.241900759910006,-1.0229867706069817,6.49262662045728e-16,0.0,7.738236812960982e-16,-6.051904817928871e-16,274,-1.4183211485057632,0.0005457727648173632,1.0427382505209346,0.8639252217689367,1.13376586525032,0.8515188008728615,-0.37842427494894815,0.3817300235225208,0.2845011409276161,2020-10,2020-10,0.6076567300172027,,0.6076567300172027,0.6076567300172027,4.790875042429058,0.5279238494933579,0.15825819936415256,10,0.9947546395094107,0.0823170732355833,0.1740776559556976,-0.5735970156138275,-0.28626659894627693,0.40627033287029757,0.19354156097717315,-0.17707507047030616
