city,station,latitude,longitude,date,aqi,aqi_level,pm25,pm10,o3,no2,so2,co,latitude_normalized,longitude_normalized,aqi_normalized,pm25_normalized,pm10_normalized,o3_normalized,no2_normalized,so2_normalized,co_normalized,year,month,quarter,day_of_year,week,season,aqi_rolling_7,aqi_rolling_30,aqi_rolling_std,aqi_mean,aqi_std,aqi_min,aqi_max,pm25_mean,pm10_mean
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-01-01,59.05,Moderate,31.74,41.76,46.17,32.52,15.46,0.64,0.32534213646998494,0.3548783779730653,0.3831672203765226,0.3787152295125494,0.3497950592666445,0.6547320981472209,0.5648357160772511,0.29865675907402117,0.05622489959839357,2020,1,1,1,1,Winter,59.05,59.05,,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-02-01,24.25,Good,27.55,16.22,42.9,42.35,15.02,2.78,0.32534213646998494,0.3548783779730653,0.08671948206831927,0.32636231589798054,0.12345186662235515,0.5728592889334001,0.8113870077752697,0.2860817376393255,0.9156626506024095,2020,2,1,32,5,Winter,41.65,41.65,24.60731598529185,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-03-01,61.76,Moderate,40.84,50.05,27.13,10.65,13.59,2.06,0.32534213646998494,0.3548783779730653,0.4062526620666155,0.49241726146781833,0.42326354270521765,0.17801702553830745,0.016302984700275906,0.24521291797656472,0.6265060240963856,2020,3,1,61,9,Summer,48.35333333333333,48.35333333333333,20.91803129678635,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-04-01,35.4,Good,20.17,23.47,39.33,17.06,37.41,1.66,0.32534213646998494,0.3548783779730653,0.1817020189113212,0.23415121745513615,0.18770355599867064,0.48347521281922884,0.1770754953599197,0.9259788511003143,0.46586345381526095,2020,4,2,92,14,Summer,45.114999999999995,45.114999999999995,18.26626854797297,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-05-01,57.66,Moderate,26.91,41.67,51.77,44.41,23.09,2.54,0.32534213646998494,0.3548783779730653,0.37132634807053405,0.31836568947475286,0.3489974520881799,0.7949424136204308,0.8630549285176824,0.5167190625893111,0.8192771084337349,2020,5,2,122,18,Summer,47.624,47.624,16.784452031567785,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-06-01,100.68,Unhealthy for Sensitive,72.7,83.34,48.41,31.28,11.45,1.39,0.32534213646998494,0.3548783779730653,0.737797086634296,0.8904993205991222,0.7182895757172925,0.7108162243365047,0.5337346375721094,0.18405258645327233,0.35742971887550196,2020,6,2,153,23,Monsoon,56.46666666666667,56.46666666666667,26.353952012301058,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-07-01,103.58,Unhealthy for Sensitive,60.18,89.7,42.74,11.78,27.7,0.74,0.32534213646998494,0.3548783779730653,0.762501064826646,0.7340653161947304,0.7746538163287914,0.5688532799198799,0.04464509656383244,0.6484709917119176,0.09638554216867469,2020,7,3,183,27,Monsoon,63.19714285714286,63.19714285714286,29.931101279597517,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-08-01,45.26,Good,37.57,23.38,49.6,10.96,5.94,0.99,0.32534213646998494,0.3548783779730653,0.26569554476531215,0.4515594983366393,0.18690594882020603,0.7406109163745619,0.024078254326561348,0.02657902257787941,0.1967871485943775,2020,8,3,214,31,Monsoon,61.22714285714285,60.955,30.693650111103718,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-09-01,120.73,Unhealthy for Sensitive,68.0,100.0,27.79,21.97,9.11,2.64,0.32534213646998494,0.3548783779730653,0.9085952806883038,0.8317740953035437,0.8659355267530741,0.1945418127190786,0.3002257336343115,0.11717633609602741,0.8594377510040161,2020,9,3,245,36,Monsoon,75.00999999999999,67.59666666666666,32.90418362457881,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-10-01,83.28,Moderate,47.41,65.74,31.26,33.57,9.55,2.73,0.32534213646998494,0.3548783779730653,0.5895732174801942,0.5745076295937651,0.5623130608175473,0.28142213319979975,0.5911713067469275,0.1297513575307231,0.895582329317269,2020,10,4,275,40,Post-Monsoon,78.08428571428571,69.16499999999999,32.462243636334854,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-11-01,55.84,Moderate,37.76,26.92,43.74,31.42,25.43,1.68,0.32534213646998494,0.3548783779730653,0.35582247210154183,0.45393349680603495,0.2182784978398139,0.5938908362543817,0.5372460496613997,0.5835953129465562,0.4738955823293172,2020,11,4,306,44,Post-Monsoon,81.00428571428571,67.95363636363636,28.6820465664167,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-12-01,66.73,Moderate,35.88,53.56,37.98,32.43,21.31,1.49,0.32534213646998494,0.3548783779730653,0.44859016952040204,0.4304434066878036,0.45437022266533733,0.44967451176765144,0.5625783797341359,0.46584738496713335,0.3975903614457831,2020,12,4,336,49,Winter,82.3,67.85166666666667,27.63755355791586,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2021-01-01,64.56,Moderate,40.21,56.5,37.84,44.65,15.68,2.89,0.32534213646998494,0.3548783779730653,0.43010477894198823,0.48454558233245354,0.4804253904951811,0.44616925388082135,0.8690744920993229,0.30494426979136896,0.9598393574297188,2021,1,1,1,53,Winter,77.14,67.59846153846154,26.99848822928179,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2021-02-01,58.4,Moderate,29.98,47.63,21.42,12.61,30.5,1.97,0.32534213646998494,0.3548783779730653,0.3776301218161683,0.35672450684867324,0.4018167719065027,0.03505257886830251,0.06546275395033858,0.7284938553872535,0.5903614457831324,2021,2,1,32,5,Winter,70.68571428571428,66.94142857142857,24.946675033721345,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2021-03-01,63.33,Moderate,31.27,48.53,53.68,49.87,40.0,0.76,0.32534213646998494,0.3548783779730653,0.41962688474316373,0.37284270698299155,0.40979284369114877,0.8427641462193289,1.0,1.0,0.10441767068273092,2021,3,1,60,9,Summer,73.26714285714286,66.70066666666666,22.71201129673147,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2021-04-01,65.03,Moderate,43.29,50.04,42.12,18.63,21.35,1.98,0.32534213646998494,0.3548783779730653,0.4341085271317829,0.5230293469942369,0.4231749196853883,0.5533299949924887,0.21645347378981689,0.466990568733924,0.5943775100401606,2021,4,2,91,13,Summer,65.31,66.59625,8.821636280569894,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2021-05-01,58.15,Moderate,37.87,38.02,32.63,12.06,9.01,1.94,0.32534213646998494,0.3548783779730653,0.37550046852372426,0.4553079169725272,0.3166500498504487,0.3157235853780672,0.05166792074241286,0.11431837667905115,0.5783132530120482,2021,5,2,121,17,Summer,61.71999999999999,66.09941176470589,4.184407564598232,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2021-06-01,88.81,Moderate,46.65,76.8,44.14,18.53,9.65,1.28,0.32534213646998494,0.3548783779730653,0.6366811483090553,0.5650116357161823,0.6603301207488644,0.6039058587881824,0.21394532229746682,0.13260931694769934,0.3132530120481928,2021,6,2,152,22,Monsoon,66.42999999999999,67.36111111111111,10.400806058506577,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2021-07-01,67.28,Moderate,53.95,49.96,43.25,46.84,22.71,1.57,0.32534213646998494,0.3548783779730653,0.4532754067637788,0.6562231558561232,0.42246593552675304,0.5816224336504757,0.924003009781791,0.5058588168048014,0.42971887550200805,2021,7,3,182,26,Monsoon,66.50857142857143,67.35684210526315,10.405526462048012,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2021-08-01,81.64,Moderate,51.55,63.98,40.7,30.72,39.73,1.67,0.32534213646998494,0.3548783779730653,0.5756026918817615,0.6262358067690194,0.5467154093275728,0.5177766649974963,0.5196889892149485,0.992283509574164,0.4698795180722891,2021,8,3,213,30,Monsoon,68.94857142857143,68.071,11.78373091536441,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2021-09-01,34.88,Good,18.4,21.37,37.66,22.55,30.72,1.09,0.32534213646998494,0.3548783779730653,0.17727234006303774,0.212035547503397,0.16909272183449653,0.44166249374061084,0.31477301228994237,0.7347813661046013,0.23694779116465864,2021,9,3,244,35,Monsoon,65.58857142857143,66.49047619047619,17.33736757081982,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2021-10-01,89.52,Moderate,48.03,70.72,26.78,42.11,8.74,0.73,0.32534213646998494,0.3548783779730653,0.642729363659596,0.582254361441267,0.6064473246925888,0.16925388082123188,0.8053674441936294,0.1066018862532152,0.09236947791164657,2021,10,4,274,39,Post-Monsoon,69.33000000000001,67.53727272727272,19.464197902816355,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Madurai,Madurai - AQ Station,9.9252,78.1198,2021-11-01,48.16,Good,16.49,41.66,33.65,31.41,20.43,0.8,0.32534213646998494,0.3548783779730653,0.2903995229576624,0.18817061552157682,0.34890882906835047,0.3412618928392589,0.5369952345121646,0.4406973420977422,0.12048192771084339,2021,11,4,305,44,Post-Monsoon,66.92,66.69478260869565,21.06399851246989,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
